ID,Population,FHBD,FasMetaPop,FasPop,FasPopUnrelated,FPED
M031523,CH,0.0499664123914527,0.12022385102114,0.154168697665566,NA,0
M031524,CH,0.0363674602131851,0.0937025887119832,0.129384606769226,0.0839519162912059,0
M031532,CH,0.0445795588564571,0.0691228199262718,0.105461713748092,NA,0
M031534,CH,0.0298698632338768,0.0565058722427421,0.0935301103197019,NA,0
M031535,CH,0.0323151353911503,0.0545149642832691,0.0914335646610909,0.0439281782366005,0
M031536,CH,0.0255856460886103,0.0804641634534951,0.116653038778481,NA,0
M031537,CH,0.0288695362374944,0.0583916398949315,0.095414952548032,NA,0
M031538,CH,0.0400505382861834,0.0232788059554814,0.0613609418789544,0.0121705050096314,0
M031555,CH,0.0679697783076987,0.0799870181648395,0.115792968541514,0.0694394806162809,0
M031559,CH,0.0442268654419633,0.088331258015829,0.124149626705727,NA,0
M031560,CH,0.0503770256692038,0.0956456955593915,0.1312521885819,NA,0
M031562,CH,0.032987420153604,0.0908829324745176,0.126746898461014,NA,0
M031563,CH,0.0548466484910651,0.100371740225497,0.135794447716891,NA,0
M031581,CH,0.0497225183929691,0.103712759535216,0.138813783084922,NA,0
M031598,CH,0.0515839077139164,0.151291914705455,0.183977923723215,NA,0
M031610,CH,0.0382246084733425,0.0757070127508622,0.111624633682733,NA,0
M031650,CH,0.0341834045443936,0.0459272647724433,0.0830770747427592,NA,0
M031653,CH,0.0566376790971603,0.0760817371347269,0.112081331960238,NA,0
M031654,CH,0.0431466545006138,0.0790269298360848,0.114594184165617,NA,0
M031661,CH,0.0506889208921077,0.157231416938547,0.189552065264153,NA,0
M031673,CH,0.0410562282997654,0.104601406869914,0.139776745883766,NA,0
M031674,CH,0.0316464398522817,0.0655823130087428,0.102340831662255,NA,0
M031675,CH,0.0343898545225897,0.0954557823380317,0.131099377631813,NA,0
M031676,CH,0.0327873542401775,0.0829260797884227,0.118947801944091,NA,0
M031677,CH,0.0357089037996693,0.0788600914242527,0.115088240704858,NA,0
M031706,CH,0.0341964170117061,0.0899701445536565,0.125691345961234,NA,0
M031707,CH,0.0579184897182105,0.12525698554778,0.15966869051786,NA,0
M031708,CH,0.0307266773892714,0.0845976411523432,0.120562297511101,NA,0
M031709,CH,0.0408095203446958,0.0829540499398126,0.119013798645425,NA,0
M031715,CH,0.0281726390687513,0.0309720905139537,0.0687967870922852,NA,0
M031721,CH,0.0356448726007493,0.0680649276115547,0.104415378809607,NA,0
M031722,CH,0.0498551524486233,0.0746258178682983,0.110869471955894,NA,0
M031723,CH,0.0478277219119591,0.0607547998148899,0.0974991661783945,NA,0
M031724,CH,0.0434438539381284,0.0787960617819714,0.114791221392892,NA,0
M031760,CH,0.0412535772789613,0.0933320689031037,0.128984558326169,0.0835244811357921,0
M031768,CH,0.219143628628494,0.220846674614331,0.251291461601201,NA,0.25
M031770,CH,0.27587897565151,0.29166615950522,0.319347803107179,NA,0.25
M031771,CH,0.267405862250749,0.298710736382557,0.326050294989935,NA,0.25
M031772,CH,0.318490123026229,0.343768980365108,0.369453376611413,NA,0.25
M031773,CH,0.214354705584837,0.365750769311458,0.390549250105526,NA,0.25
M031800,CH,0.0417900855600394,0.0618588057730023,0.0984468869190937,0.0512204784225239,0
M031882,CH,0.0646965124645864,0.121652176138518,0.156337115607755,NA,0
M031888,CH,0.117707175694867,0.13237507292264,0.166060832872029,NA,0.125
M031889,CH,0.119960770202096,0.150645154107477,0.183747922734147,NA,0.125
M031890,CH,0.0311327688948341,0.037441671673744,0.0750263116628664,NA,0.125
M031891,CH,0.136523838446261,0.177146382691062,0.209064661814258,NA,0.125
M031892,CH,0.16037456121421,0.217251801974888,0.247745529803216,NA,0.125
M031894,CH,0.173535443690027,0.225070715198879,0.255251988255125,NA,0.125
M031895,CH,0.0365511216612945,0.0816906833323022,0.117641238063064,NA,0
M031901,CH,0.0402521890207736,0.0359926264510329,0.0737556167353793,NA,0
M031969,CH,0.0482257797122745,0.0663285853938887,0.102831370642073,NA,0
M032002,CH,0.0253509566961721,-0.00410292593760489,0.0349944821028876,NA,0
M032003,CH,0.0505459832613647,0.0665265440581501,0.102798996545219,NA,0
M032015,CH,0.028267921000659,0.0567636673456367,0.0937890724167591,NA,0
M032022,CH,0.296128221005243,0.323092027411556,0.349519517336386,NA,0.25
M032023,CH,0.250332129906454,0.268796654604534,0.297274408957232,NA,0.25
M032024,CH,0.243833803049338,0.257213677490734,0.286120726221924,NA,0.25
M032025,CH,0.0529067012405457,0.119691058537234,0.154227876942279,NA,0
M032051,CH,0.0593577808114133,0.12609262025485,0.160451390579725,NA,0
M032108,CH,0.0555576016533447,0.108353835390453,0.143461317970858,NA,0
M032119,CH,0.0374182260626509,0.0354642471314325,0.0732001190768474,NA,0
M032120,CH,0.0427341808584776,0.0660762152840406,0.102740126003512,NA,0
M032121,CH,0.0387701818589112,0.0410335626959677,0.0784662510952093,NA,0
M032122,CH,0.0362428002189176,0.0434304952383647,0.0809350378100494,NA,0
M032123,CH,0.0499008030242406,0.0561469718671338,0.0931228053143095,NA,0
